"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Finland","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","20",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","18",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Final energy consumption","2000","Terajoules","16",""
"Finland","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","83",""
"Finland","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","75",""
"Finland","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","69",""
"Finland","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","62",""
"Finland","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","57",""
"Finland","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","52",""
"Finland","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","47",""
"Finland","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","43",""
"Finland","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","39",""
"Finland","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","35",""
"Finland","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","32",""
"Finland","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","20",""
"Finland","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","18",""
"Finland","Direct use of solar thermal heat - Consumption by other","2003","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by other","2002","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by other","2001","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by other","2000","Terajoules","16",""
"Finland","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","83",""
"Finland","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","75",""
"Finland","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","69",""
"Finland","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","62",""
"Finland","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","57",""
"Finland","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","52",""
"Finland","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","47",""
"Finland","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","43",""
"Finland","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","39",""
"Finland","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","35",""
"Finland","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","32",""
"Finland","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Consumption by households","2006","Terajoules","26",""
"Finland","Direct use of solar thermal heat - Consumption by households","2005","Terajoules","20",""
"Finland","Direct use of solar thermal heat - Consumption by households","2004","Terajoules","18",""
"Finland","Direct use of solar thermal heat - Consumption by households","2003","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by households","2002","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by households","2001","Terajoules","17",""
"Finland","Direct use of solar thermal heat - Consumption by households","2000","Terajoules","16",""
"France","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","7583",""
"France","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","7207",""
"France","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","6948",""
"France","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","6715",""
"France","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","6443",""
"France","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","6105",""
"France","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","5647",""
"France","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","5070",""
"France","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","2694",""
"France","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","2412",""
"France","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","2091",""
"France","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","1670",""
"France","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","1338",""
"France","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","1034",""
"France","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","919",""
"France","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","880",""
"France","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","842",""
"France","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","844",""
"France","Direct use of solar thermal heat - Final energy consumption","2000","Terajoules","866",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2018","Terajoules","41",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2017","Terajoules","22",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2016","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2015","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2014","Terajoules","17",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2013","Terajoules","10",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2012","Terajoules","8",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2011","Terajoules","28",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2010","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2009","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2008","Terajoules","4",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2007","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2006","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2005","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2018","Terajoules","41",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2017","Terajoules","22",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2016","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2015","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2014","Terajoules","17",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2013","Terajoules","10",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2012","Terajoules","8",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2011","Terajoules","28",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2010","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2009","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2008","Terajoules","4",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2007","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2006","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2005","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2018","Terajoules","41",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2017","Terajoules","22",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2016","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2015","Terajoules","19",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2014","Terajoules","17",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2013","Terajoules","10",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2012","Terajoules","8",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2011","Terajoules","28",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2010","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2009","Terajoules","5",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2008","Terajoules","4",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2007","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2006","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2005","Terajoules","3",""
"France","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","7542",""
"France","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","7185",""
"France","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","6929",""
"France","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","6696",""
"France","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","6426",""
"France","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","6095",""
"France","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","5639",""
"France","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","5042",""
"France","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","2689",""
"France","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","2407",""
"France","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","2087",""
"France","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","1667",""
"France","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","1335",""
"France","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","1031",""
"France","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","919",""
"France","Direct use of solar thermal heat - Consumption by other","2003","Terajoules","880",""
"France","Direct use of solar thermal heat - Consumption by other","2002","Terajoules","842",""
"France","Direct use of solar thermal heat - Consumption by other","2001","Terajoules","844",""
"France","Direct use of solar thermal heat - Consumption by other","2000","Terajoules","866",""
"France","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","6920",""
"France","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","6587",""
"France","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","6354",""
"France","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","6144",""
"France","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","5906",""
"France","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","5613",""
"France","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","5231",""
"France","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","4787",""
"France","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","2519",""
"France","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","2260",""
"France","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","1961",""
"France","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","1563",""
"France","Direct use of solar thermal heat - Consumption by households","2006","Terajoules","1243",""
"France","Direct use of solar thermal heat - Consumption by households","2005","Terajoules","941",""
"France","Direct use of solar thermal heat - Consumption by households","2004","Terajoules","919",""
"France","Direct use of solar thermal heat - Consumption by households","2003","Terajoules","880",""
"France","Direct use of solar thermal heat - Consumption by households","2002","Terajoules","842",""
"France","Direct use of solar thermal heat - Consumption by households","2001","Terajoules","844",""
"France","Direct use of solar thermal heat - Consumption by households","2000","Terajoules","866",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2018","Terajoules","71",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2017","Terajoules","70",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2016","Terajoules","68",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2015","Terajoules","68",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2014","Terajoules","66",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2013","Terajoules","59",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2012","Terajoules","43",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2011","Terajoules","28",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2010","Terajoules","30",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2009","Terajoules","26",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2008","Terajoules","22",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2007","Terajoules","18",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2006","Terajoules","16",""
"France","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2005","Terajoules","16",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2018","Terajoules","551",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2017","Terajoules","528",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2016","Terajoules","507",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2015","Terajoules","484",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2014","Terajoules","454",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2013","Terajoules","423",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2012","Terajoules","365",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2011","Terajoules","227",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2010","Terajoules","140",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2009","Terajoules","121",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2008","Terajoules","104",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2007","Terajoules","86",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2006","Terajoules","76",""
"France","Direct use of solar thermal heat - Consumption by commerce and public services","2005","Terajoules","74",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","128.6",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","128.2",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","127",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","99",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","77",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","47",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","6",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","128.6",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","128.2",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","127",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","99",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","77",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","47",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","6",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","3.4",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","3.1",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","23",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","2",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2018","Terajoules","125.2",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2017","Terajoules","125.1",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2016","Terajoules","127",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2015","Terajoules","99",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2014","Terajoules","77",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2013","Terajoules","24",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2012","Terajoules","4",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2011","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2010","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2009","Terajoules","0",""
"Georgia","Direct use of solar thermal heat - Consumption by commerce and public services","2008","Terajoules","0",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","31948",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","28265",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","28079",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","28091",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","26221",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","24408",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","24109",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","23184",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","20268",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","19008",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","16164",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","14184",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","12780",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","10908",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","9216",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","9072",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","6876",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","5832",""
"Germany","Direct use of solar thermal heat - Final energy consumption","2000","Terajoules","4644",""
"Germany","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2018","Terajoules","9",""
"Germany","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2018","Terajoules","9",""
"Germany","Direct use of solar thermal heat - Consumption by non-ferrous metals","2018","Terajoules","6",""
"Germany","Direct use of solar thermal heat - Consumption by transport equipment","2018","Terajoules","1",""
"Germany","Direct use of solar thermal heat - Consumption by machinery","2018","Terajoules","2",""
"Germany","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","31939",""
"Germany","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","28265",""
"Germany","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","28079",""
"Germany","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","28091",""
"Germany","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","26221",""
"Germany","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","24408",""
"Germany","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","24109",""
"Germany","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","23184",""
"Germany","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","20268",""
"Germany","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","19008",""
"Germany","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","16164",""
"Germany","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","14184",""
"Germany","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","12780",""
"Germany","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","10908",""
"Germany","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","9216",""
"Germany","Direct use of solar thermal heat - Consumption by other","2003","Terajoules","9072",""
"Germany","Direct use of solar thermal heat - Consumption by other","2002","Terajoules","6876",""
"Germany","Direct use of solar thermal heat - Consumption by other","2001","Terajoules","5832",""
"Germany","Direct use of solar thermal heat - Consumption by other","2000","Terajoules","4644",""
"Germany","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","30554",""
"Germany","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","27017",""
"Germany","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","26448",""
"Germany","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","26490",""
"Germany","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","24731",""
"Germany","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","22820",""
"Germany","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","22597",""
"Germany","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","21841",""
"Germany","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","18857",""
"Germany","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","17798",""
"Germany","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","15131",""
"Germany","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","13104",""
"Germany","Direct use of solar thermal heat - Consumption by households","2006","Terajoules","11923",""
"Germany","Direct use of solar thermal heat - Consumption by households","2005","Terajoules","10087",""
"Germany","Direct use of solar thermal heat - Consumption by households","2004","Terajoules","8575",""
"Germany","Direct use of solar thermal heat - Consumption by households","2003","Terajoules","8474",""
"Germany","Direct use of solar thermal heat - Consumption by households","2002","Terajoules","6232",""
"Germany","Direct use of solar thermal heat - Consumption by households","2001","Terajoules","5252",""
"Germany","Direct use of solar thermal heat - Consumption by households","2000","Terajoules","4054",""
"Germany","Direct use of solar thermal heat - Consumption by agriculture, forestry and fishing","2018","Terajoules","44",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2018","Terajoules","1341",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2017","Terajoules","1248",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2016","Terajoules","1631",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2015","Terajoules","1601",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2014","Terajoules","1490",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2013","Terajoules","1588",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2012","Terajoules","1512",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2011","Terajoules","1343",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2010","Terajoules","1411",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2009","Terajoules","1210",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2008","Terajoules","1033",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2007","Terajoules","1080",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2006","Terajoules","857",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2005","Terajoules","821",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2004","Terajoules","641",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2003","Terajoules","598",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2002","Terajoules","644",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2001","Terajoules","580",""
"Germany","Direct use of solar thermal heat - Consumption by commerce and public services","2000","Terajoules","590",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","11607",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","11365",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","11071",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","8221",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","8029",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","7831",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","7720",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","7656",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","7676",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","7632",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","7247",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","6687",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","4568",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","4224",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","4501",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","4130",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","4140",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","4207",""
"Greece","Direct use of solar thermal heat - Final energy consumption","2000","Terajoules","4138",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2018","Terajoules","64",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2017","Terajoules","62",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2016","Terajoules","61",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2015","Terajoules","45",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2014","Terajoules","44",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2013","Terajoules","43",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2012","Terajoules","42",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2011","Terajoules","42",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2010","Terajoules","0",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2009","Terajoules","0",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2008","Terajoules","0",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2007","Terajoules","0",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2006","Terajoules","15",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2005","Terajoules","17",""
"Greece","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2004","Terajoules","18",""
