"Country or Area";"Commodity - Transaction";"Year";"Unit";"Quantity";"Quantity Footnotes"
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"2253";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"2038";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"1736";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"1446";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"1197";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"929";""
"Other Asia";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"733";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"650";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"96";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"88";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"80";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"143";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"130";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"164";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"164";""
"Peru";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"159";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"1655";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"1255";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"856";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"456";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"388";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"320";""
"Poland";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"252";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"2016";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"1931";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"1828";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"1692";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"1495";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"1208";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"876";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"760";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"646";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"596";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"566";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"528";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"512";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"495";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"479";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"463";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"450";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"209";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"253";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"238";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"207";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"200";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"192";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"184";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"176";""
"Portugal";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"151";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"195";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"193";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"221";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"199";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"188";""
"Slovakia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"159";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"457";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"452";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"437";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"409";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"374";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"341";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"319";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"0";""
"Slovenia";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"0";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"9260";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"8514";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"7976";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"7468";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"6885";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"6013";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"4991";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"3963";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"2814";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"2056";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"1705";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"1517";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"1282";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"1198";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"1113";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"1016";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"312";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"433";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"392";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"434";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"423";""
"Spain";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"412";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"472";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"468";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"468";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"464";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"461";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"432";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"414";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"396";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"360";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"241";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"247";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"200";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"179";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"159";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"140";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"206";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"184";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"184";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"172";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"160";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"195";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"170";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"165";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"163";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"148";""
"Sweden";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"133";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"1914";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"1793";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"1653";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"1498";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"1335";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"1168";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"991";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"836";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"733";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"666";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"611";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"569";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"535";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"503";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"470";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"434";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"398";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"356";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"312";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"273";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"232";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"193";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"158";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"130";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"105";""
"Switzerland";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"81";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"1890";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"1764";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"1600";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"1463";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"1278";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"1114";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"906";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"699";""
"Tunisia";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"504";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"22799";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"21897";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"21687";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"20934";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"18464";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"12661";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"12566";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"12309";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"12307";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"11763";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"11046";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"10633";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"9670";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"8330";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"7075";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"6907";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"6698";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"5903";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"5065";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"4730";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"4395";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"4186";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"2847";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"1800";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"1172";""
"Turkey";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"837";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"9281";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"8153";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"6931";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"5779";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"4607";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"3442";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"57565";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"57326";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"55475";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"53542";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"51650";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"52946";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"52948";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"55630";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"56979";""
"United States";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"60302";""
"United States";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"63313";""

"fnSeqID";"Footnote"
"1";"Estimate"
